Chromosome	Start	Ratio	MedianRatio	CopyNumber
NC_001133.9	92001	1.0491	1.01526	2
NC_001133.9	92251	1.08044	1.01526	2
NC_001133.9	92501	0.923539	1.01526	2
NC_001133.9	92751	0.982698	1.01526	2
NC_001133.9	93001	1.03384	1.01526	2
NC_001133.9	93251	1.03584	1.01526	2
NC_001133.9	93501	1.2578	1.01526	2
NC_001133.9	93751	1.15591	1.01526	2
NC_001133.9	94001	1.00682	1.01526	2
NC_001133.9	94251	0.917028	1.01526	2
NC_001133.9	94501	0.953081	1.01526	2
NC_001133.9	94751	1.00397	1.01526	2
NC_001133.9	95001	1.03803	1.01526	2
NC_001133.9	95251	1.05702	1.01526	2
NC_001133.9	95501	1.01203	1.01526	2
NC_001133.9	95751	0.849593	1.01526	2
NC_001133.9	96001	1.08847	1.01526	2
NC_001133.9	96251	1.05396	1.01526	2
NC_001133.9	96501	1.04296	1.01526	2
NC_001133.9	96751	1.07421	1.01526	2
NC_001133.9	97001	1.16653	1.01526	2
NC_001133.9	97251	1.26074	1.01526	2
NC_001133.9	97501	1.14075	1.01526	2
NC_001133.9	97751	1.06605	1.01526	2
NC_001133.9	98001	1.13476	1.01526	2
NC_001133.9	98251	0.972605	1.01526	2
NC_001133.9	98501	0.985322	1.01526	2
NC_001133.9	98751	0.950048	1.01526	2
NC_001133.9	99001	1.00225	1.01526	2
NC_001133.9	99251	1.0535	1.01526	2
NC_001133.9	99501	1.12179	1.01526	2
NC_001133.9	99751	1.01533	1.01526	2
NC_001133.9	100001	1.057	1.01526	2
NC_001133.9	100251	0.987497	1.01526	2
NC_001133.9	100501	1.14101	1.01526	2
NC_001133.9	100751	0.927094	1.01526	2
NC_001133.9	101001	0.766361	1.01526	2
NC_001133.9	101251	1.17632	1.01526	2
NC_001133.9	101501	1.17777	1.01526	2
NC_001133.9	101751	1.01034	1.01526	2
NC_001133.9	102001	1.24333	1.01526	2
NC_001133.9	102251	1.12186	1.01526	2
NC_001133.9	102501	1.14144	1.01526	2
NC_001133.9	102751	1.21166	1.01526	2
NC_001133.9	103001	1.12546	1.01526	2
NC_001133.9	103251	0.921118	1.01526	2
NC_001133.9	103501	0.970899	1.01526	2
NC_001133.9	103751	1.13552	1.01526	2
NC_001133.9	104001	0.924893	1.01526	2
NC_001133.9	104251	1.05098	1.01526	2
NC_001133.9	104501	1.07974	1.01526	2
NC_001133.9	104751	0.982186	1.01526	2
NC_001133.9	105001	1.02427	1.01526	2
NC_001133.9	105251	1.17816	1.01526	2
NC_001133.9	105501	1.24941	1.01526	2
NC_001133.9	105751	1.13463	1.01526	2
NC_001133.9	106001	1.09484	1.01526	2
NC_001133.9	106251	0.975801	1.01526	2
NC_001133.9	106501	1.02226	1.01526	2
NC_001133.9	106751	1.01326	1.01526	2
NC_001133.9	107001	0.935598	1.01526	2
NC_001133.9	107251	0.881402	1.01526	2
NC_001133.9	107501	0.993175	1.01526	2
NC_001133.9	107751	0.983855	1.01526	2
NC_001133.9	108001	1.02194	1.01526	2
NC_001133.9	108251	1.02839	1.01526	2
NC_001133.9	108501	0.793615	1.01526	2
NC_001133.9	108751	0.793615	1.01526	2
NC_001133.9	109001	1.07801	1.01526	2
NC_001133.9	109251	0.989278	1.01526	2
NC_001133.9	109501	0.970064	1.01526	2
NC_001133.9	109751	0.902808	1.01526	2
NC_001133.9	110001	1.04195	1.01526	2
NC_001133.9	110251	0.995152	1.01526	2
NC_001133.9	110501	1.01677	1.01526	2
NC_001133.9	110751	1.15012	1.01526	2
NC_001133.9	111001	1.0611	1.01526	2
NC_001133.9	111251	1.1069	1.01526	2
NC_001133.9	111501	1.04314	1.01526	2
NC_001133.9	111751	1.13708	1.01526	2
NC_001133.9	112001	1.05383	1.01526	2
NC_001133.9	112251	1.04529	1.01526	2
NC_001133.9	112501	0.94356	1.01526	2
NC_001133.9	112751	0.932253	1.01526	2
NC_001133.9	113001	0.769138	1.01526	2
NC_001133.9	113251	0.778783	1.01526	2
NC_001133.9	113501	0.756526	1.01526	2
NC_001133.9	113751	0.751924	1.01526	2
NC_001133.9	114001	0.919265	1.01526	2
NC_001133.9	114251	1.10084	1.01526	2
NC_001133.9	114501	0.998288	1.01526	2
NC_001133.9	114751	0.885061	1.01526	2
NC_001133.9	115001	1.03742	1.01526	2
NC_001133.9	115251	1.09935	1.01526	2
NC_001133.9	115501	1.06779	1.01526	2
NC_001133.9	115751	1.01497	1.01526	2
NC_001133.9	116001	1.13135	1.01526	2
NC_001133.9	116251	0.869801	1.01526	2
NC_001133.9	116501	1.01413	1.01526	2
NC_001133.9	116751	0.946014	1.01526	2
NC_001133.9	117001	0.931983	1.01526	2
NC_001133.9	117251	0.986247	1.01526	2
NC_001133.9	117501	1.05434	1.01526	2
NC_001133.9	117751	1.12517	1.01526	2
NC_001133.9	118001	0.973374	1.01526	2
NC_001133.9	118251	1.08018	1.01526	2
NC_001133.9	118501	1.02374	1.01526	2
NC_001133.9	118751	0.994849	1.01526	2
NC_001133.9	119001	1.12328	1.01526	2
NC_001133.9	119251	1.18608	1.01526	2
NC_001133.9	119501	1.13043	1.01526	2
NC_001133.9	119751	1.19339	1.01526	2
NC_001133.9	120001	1.01383	1.01526	2
NC_001133.9	120251	1.0652	1.01526	2
NC_001133.9	120501	1.00206	1.01526	2
NC_001133.9	120751	0.90135	1.01526	2
NC_001133.9	121001	1.05878	1.01526	2
NC_001133.9	121251	1.14424	1.01526	2
NC_001133.9	121501	0.998022	1.01526	2
NC_001133.9	121751	1.0418	1.01526	2
NC_001133.9	122001	1.1823	1.01526	2
NC_001133.9	122251	1.0457	1.01526	2
NC_001133.9	122501	0.91511	1.01526	2
NC_001133.9	122751	0.93611	1.01526	2
NC_001133.9	123001	0.948107	1.01526	2
NC_001133.9	123251	1.04148	1.01526	2
NC_001133.9	123501	0.949283	1.01526	2
NC_001133.9	123751	0.8018	1.01526	2
NC_001133.9	124001	0.849294	1.01526	2
NC_001133.9	124251	0.874295	1.01526	2
NC_001133.9	124501	0.875695	1.01526	2
NC_001133.9	124751	0.981429	1.01526	2
NC_001133.9	125001	1.05662	1.01526	2
NC_001133.9	125251	0.968974	1.01526	2
NC_001133.9	125501	1.01533	1.01526	2
NC_001133.9	125751	0.976287	1.01526	2
NC_001133.9	126001	1.00981	1.01526	2
NC_001133.9	126251	1.10117	1.01526	2
NC_001133.9	126501	0.947434	1.01526	2
NC_001133.9	126751	0.841964	1.01526	2
NC_001133.9	127001	0.961151	1.01526	2
NC_001133.9	127251	1.11198	1.01526	2
NC_001133.9	127501	1.03596	1.01526	2
NC_001133.9	127751	0.85845	1.01526	2
NC_001133.9	128001	1.03946	1.01526	2
NC_001133.9	128251	1.16254	1.01526	2
NC_001133.9	128501	1.00297	1.01526	2
NC_001133.9	128751	0.99501	1.01526	2
NC_001133.9	129001	0.815439	1.01526	2
NC_001133.9	129251	0.986634	1.01526	2
NC_001133.9	129501	0.971393	1.01526	2
NC_001133.9	129751	0.875497	1.01526	2
NC_001133.9	130001	1.14407	1.01526	2
NC_001133.9	130251	1.1119	1.01526	2
NC_001133.9	130501	1.08353	1.01526	2
NC_001133.9	130751	0.934662	1.01526	2
NC_001133.9	131001	0.899117	1.01526	2
NC_001133.9	131251	0.960636	1.01526	2
NC_001133.9	131501	1.00891	1.01526	2
NC_001133.9	131751	1.12489	1.01526	2
NC_001133.9	132001	0.982698	1.01526	2
NC_001133.9	132251	1.10788	1.01526	2
NC_001133.9	132501	0.896599	1.01526	2
NC_001133.9	132751	1.08725	1.01526	2
NC_001133.9	133001	1.04148	1.01526	2
NC_001133.9	133251	1.20248	1.01526	2
NC_001133.9	133501	1.14687	1.01526	2
NC_001133.9	133751	1.19113	1.01526	2
NC_001133.9	134001	0.999254	1.01526	2
NC_001133.9	134251	1.23959	1.01526	2
NC_001133.9	134501	0.94436	1.01526	2
NC_001133.9	134751	1.03426	1.01526	2
NC_001133.9	135001	0.91304	1.01526	2
NC_001133.9	135251	0.853413	1.01526	2
NC_001133.9	135501	0.902147	1.01526	2
NC_001133.9	135751	0.982785	1.01526	2
NC_001133.9	136001	1.07215	1.01526	2
NC_001133.9	136251	1.02291	1.01526	2
NC_001133.9	136501	1.1061	1.01526	2
NC_001133.9	136751	0.922224	1.01526	2
NC_001133.9	137001	1.03931	1.01526	2
NC_001133.9	137251	0.995373	1.01526	2
NC_001133.9	137501	1.07132	1.01526	2
NC_001133.9	137751	0.9638	1.01526	2
NC_001133.9	138001	0.94002	1.01526	2
NC_001133.9	138251	0.902268	1.01526	2
NC_001133.9	138501	0.88367	1.01526	2
NC_001133.9	138751	1.24298	1.01526	2
NC_001133.9	139001	0.956273	1.01526	2
NC_001133.9	139251	1.00437	1.01526	2
NC_001133.9	139501	1.26018	1.01526	2
NC_001133.9	139751	1.0161	1.01526	2
NC_001133.9	140001	1.23852	1.01526	2
NC_001133.9	140251	1.55583	1.01526	2
NC_001133.9	140501	1.08525	1.01526	2
NC_001133.9	140751	0.653374	1.01526	2
NC_001133.9	141001	0.948909	1.01526	2
NC_001133.9	141251	0.987899	1.01526	2
NC_001133.9	141501	0.952461	1.01526	2
NC_001133.9	141751	1.00405	1.01526	2
NC_001133.9	142001	0.958165	1.01526	2
NC_001133.9	142251	1.06428	1.01526	2
NC_001133.9	142501	0.962671	1.01526	2
NC_001133.9	142751	0.986634	1.01526	2
NC_001133.9	143001	1.07038	1.01526	2
NC_001133.9	143251	1.06025	1.01526	2
NC_001133.9	143501	0.986477	1.01526	2
NC_001133.9	143751	0.951431	1.01526	2
NC_001133.9	144001	0.893038	1.01526	2
NC_001133.9	144251	0.910008	1.01526	2
NC_001133.9	144501	0.961403	1.01526	2
NC_001133.9	144751	0.930291	1.01526	2
NC_001133.9	145001	1.05705	1.01526	2
NC_001133.9	145251	0.947818	1.01526	2
NC_001133.9	145501	1.026	1.01526	2
NC_001133.9	145751	0.928694	1.01526	2
NC_001133.9	146001	1.00379	1.01526	2
NC_001133.9	146251	1.13476	1.01526	2
NC_001133.9	146501	1.15813	1.01526	2
NC_001133.9	146751	0.954362	1.01526	2
NC_001133.9	147001	0.779459	1.01526	2
NC_001133.9	147251	0.796894	1.01526	2
NC_001133.9	147501	0.919006	1.01526	2
NC_001133.9	147751	1.10219	1.01526	2
NC_001133.9	148001	1.14447	1.01526	2
NC_001133.9	148251	0.943668	1.01526	2
NC_001133.9	148501	0.846632	1.01526	2
NC_001133.9	148751	0.795595	1.01526	2
NC_001133.9	149001	0.897058	1.01526	2
NC_001133.9	149251	1.01566	1.01526	2
NC_001133.9	149501	1.03305	1.01526	2
NC_001133.9	149751	1.15551	1.01526	2
NC_001133.9	150001	1.06079	1.01526	2
NC_001133.9	150251	1.00624	1.01526	2
NC_001133.9	150501	1.06067	1.01526	2
NC_001133.9	150751	1.14414	1.01526	2
NC_001133.9	151001	1.00225	1.01526	2
NC_001133.9	151251	0.838084	1.01526	2
NC_001133.9	151501	0.997304	1.01526	2
NC_001133.9	151751	1.02047	1.01526	2
NC_001133.9	152001	1.21231	1.01526	2
NC_001133.9	152251	0.997212	1.01526	2
NC_001133.9	152501	1.12951	1.01526	2
NC_001133.9	152751	1.11053	1.01526	2
NC_001133.9	153001	1.16276	1.01526	2
NC_001133.9	153251	1.19869	1.01526	2
NC_001133.9	153501	0.9945	1.01526	2
NC_001133.9	153751	1.02779	1.01526	2
NC_001133.9	154001	0.920618	1.01526	2
NC_001133.9	154251	0.999817	1.01526	2
NC_001133.9	154501	1.01175	1.01526	2
