Chromosome	Start	Ratio	MedianRatio	CopyNumber
NC_001133.9	25251	1.60041	1.31743	1
NC_001133.9	25501	0.0615418	1.31743	1
NC_001133.9	25751	0.577748	1.31743	1
NC_001133.9	26001	1.42745	1.31743	1
NC_001133.9	26251	0.0139778	1.31743	1
NC_001133.9	26501	0	1.31743	1
NC_001133.9	26751	1.75061	1.31743	1
NC_001133.9	27001	2.62796	1.31743	1
NC_001133.9	27251	1.06478	1.31743	1
NC_001133.9	27501	1.4185	1.31743	1
NC_001133.9	27751	2.16118	1.31743	1
NC_001133.9	28001	1.33474	1.31743	1
NC_001133.9	28251	1.33228	1.31743	1
NC_001133.9	28501	1.44905	1.31743	1
NC_001133.9	28751	1.36068	1.31743	1
NC_001133.9	29001	1.13364	1.31743	1
NC_001133.9	29251	1.34942	1.31743	1
NC_001133.9	29501	1.3879	1.31743	1
NC_001133.9	29751	1.12695	1.31743	1
NC_001133.9	30001	1.34885	1.31743	1
NC_001133.9	30251	1.4198	1.31743	1
NC_001133.9	30501	1.3968	1.31743	1
NC_001133.9	30751	1.53029	1.31743	1
NC_001133.9	31001	1.24027	1.31743	1
NC_001133.9	31251	1.17177	1.31743	1
NC_001133.9	31501	1.278	1.31743	1
NC_001133.9	31751	1.33377	1.31743	1
NC_001133.9	32001	1.44212	1.31743	1
NC_001133.9	32251	1.28595	1.31743	1
NC_001133.9	32501	1.38048	1.31743	1
NC_001133.9	32751	1.4862	1.31743	1
NC_001133.9	33001	1.25156	1.31743	1
NC_001133.9	33251	1.24689	1.31743	1
NC_001133.9	33501	1.2214	1.31743	1
NC_001133.9	33751	1.20232	1.31743	1
NC_001133.9	34001	1.28292	1.31743	1
NC_001133.9	34251	1.38156	1.31743	1
NC_001133.9	34501	1.24148	1.31743	1
NC_001133.9	34751	1.18156	1.31743	1
NC_001133.9	35001	1.20865	1.31743	1
NC_001133.9	35251	1.31605	1.31743	1
NC_001133.9	35501	1.30361	1.31743	1
NC_001133.9	35751	1.22368	1.31743	1
NC_001133.9	36001	1.41092	1.31743	1
NC_001133.9	36251	1.38445	1.31743	1
NC_001133.9	36501	1.4486	1.31743	1
NC_001133.9	36751	1.34729	1.31743	1
NC_001133.9	37001	1.26025	1.31743	1
NC_001133.9	37251	1.34387	1.31743	1
NC_001133.9	37501	1.46803	1.31743	1
NC_001133.9	37751	1.08468	1.31743	1
NC_001133.9	38001	1.15381	1.31743	1
NC_001133.9	38251	1.27261	1.31743	1
NC_001133.9	38501	1.34052	1.31743	1
NC_001133.9	38751	1.47361	1.31743	1
NC_001133.9	39001	1.48127	1.31743	1
NC_001133.9	39251	1.2313	1.31743	1
NC_001133.9	39501	1.19369	1.31743	1
NC_001133.9	39751	1.23115	1.31743	1
NC_001133.9	40001	1.30532	1.31743	1
NC_001133.9	40251	1.278	1.31743	1
NC_001133.9	40501	1.32339	1.31743	1
NC_001133.9	40751	1.39361	1.31743	1
NC_001133.9	41001	1.33289	1.31743	1
NC_001133.9	41251	1.30081	1.31743	1
NC_001133.9	41501	1.31773	1.31743	1
NC_001133.9	41751	1.37958	1.31743	1
NC_001133.9	42001	1.32953	1.31743	1
NC_001133.9	42251	1.45911	1.31743	1
NC_001133.9	42501	1.43311	1.31743	1
NC_001133.9	42751	1.25766	1.31743	1
NC_001133.9	43001	1.29786	1.31743	1
NC_001133.9	43251	1.4088	1.31743	1
NC_001133.9	43501	1.31743	1.31743	1
NC_001133.9	43751	1.37447	1.31743	1
NC_001133.9	44001	1.55015	1.31743	1
NC_001133.9	44251	1.52695	1.31743	1
NC_001133.9	44501	1.51811	1.31743	1
NC_001133.9	44751	1.20675	1.31743	1
NC_001133.9	45001	1.12712	1.31743	1
NC_001133.9	45251	1.24002	1.31743	1
NC_001133.9	45501	1.10546	1.31743	1
NC_001133.9	45751	1.20256	1.31743	1
NC_001133.9	46001	1.47574	1.31743	1
NC_001133.9	46251	1.55538	1.31743	1
NC_001133.9	46501	1.42237	1.31743	1
NC_001133.9	46751	1.45408	1.31743	1
NC_001133.9	47001	1.30075	1.31743	1
NC_001133.9	47251	1.47371	1.31743	1
NC_001133.9	47501	1.32279	1.31743	1
NC_001133.9	47751	1.29675	1.31743	1
NC_001133.9	48001	1.30881	1.31743	1
NC_001133.9	48251	1.2197	1.31743	1
NC_001133.9	48501	1.28572	1.31743	1
NC_001133.9	48751	1.24375	1.31743	1
NC_001133.9	49001	1.42676	1.31743	1
NC_001133.9	49251	1.63639	1.31743	1
NC_001133.9	49501	1.60857	1.31743	1
NC_001133.9	49751	1.41843	1.31743	1
NC_001133.9	50001	1.49067	1.31743	1
NC_001133.9	50251	1.46547	1.31743	1
NC_001133.9	50501	1.46985	1.31743	1
NC_001133.9	50751	1.39696	1.31743	1
NC_001133.9	51001	1.40333	1.31743	1
NC_001133.9	51251	1.3003	1.31743	1
NC_001133.9	51501	1.29176	1.31743	1
NC_001133.9	51751	1.1724	1.31743	1
NC_001133.9	52001	1.24698	1.31743	1
NC_001133.9	52251	1.35325	1.31743	1
NC_001133.9	52501	1.35621	1.31743	1
NC_001133.9	52751	1.61547	1.31743	1
NC_001133.9	53001	1.45365	1.31743	1
NC_001133.9	53251	1.42313	1.31743	1
NC_001133.9	53501	1.27082	1.31743	1
NC_001133.9	53751	1.28305	1.31743	1
NC_001133.9	54001	1.41928	1.31743	1
NC_001133.9	54251	1.39825	1.31743	1
NC_001133.9	54501	1.25342	1.31743	1
NC_001133.9	54751	1.44074	1.31743	1
NC_001133.9	55001	1.52033	1.31743	1
NC_001133.9	55251	1.67669	1.31743	1
NC_001133.9	55501	1.44767	1.31743	1
NC_001133.9	55751	1.34823	1.31743	1
NC_001133.9	56001	1.1236	1.31743	1
NC_001133.9	56251	1.32279	1.31743	1
NC_001133.9	56501	1.37363	1.31743	1
NC_001133.9	56751	1.37639	1.31743	1
NC_001133.9	57001	1.5063	1.31743	1
NC_001133.9	57251	1.34566	1.31743	1
NC_001133.9	57501	1.20212	1.31743	1
NC_001133.9	57751	1.11023	1.31743	1
NC_001133.9	58001	1.4952	1.31743	1
NC_001133.9	58251	1.55236	1.31743	1
NC_001133.9	58501	1.40286	1.31743	1
NC_001133.9	58751	1.5063	1.31743	1
NC_001133.9	59001	1.4136	1.31743	1
NC_001133.9	59251	1.29435	1.31743	1
NC_001133.9	59501	1.31283	1.31743	1
NC_001133.9	59751	1.32664	1.31743	1
NC_001133.9	60001	1.32711	1.31743	1
NC_001133.9	60251	1.08862	1.31743	1
NC_001133.9	60501	1.2813	1.31743	1
NC_001133.9	60751	1.35932	1.31743	1
NC_001133.9	61001	1.36029	1.31743	1
NC_001133.9	61251	1.50378	1.31743	1
NC_001133.9	61501	1.28713	1.31743	1
NC_001133.9	61751	1.21135	1.31743	1
NC_001133.9	62001	1.43709	1.31743	1
NC_001133.9	62251	1.33846	1.31743	1
NC_001133.9	62501	1.29582	1.31743	1
NC_001133.9	62751	1.12978	1.31743	1
NC_001133.9	63001	1.49446	1.31743	1
NC_001133.9	63251	1.36682	1.31743	1
NC_001133.9	63501	1.43031	1.31743	1
NC_001133.9	63751	1.32512	1.31743	1
NC_001133.9	64001	1.12148	1.31743	1
NC_001133.9	64251	1.29575	1.31743	1
NC_001133.9	64501	1.35386	1.31743	1
NC_001133.9	64751	1.34881	1.31743	1
NC_001133.9	65001	1.42075	1.31743	1
NC_001133.9	65251	1.516	1.31743	1
NC_001133.9	65501	1.40149	1.31743	1
NC_001133.9	65751	1.32739	1.31743	1
NC_001133.9	66001	1.27082	1.31743	1
NC_001133.9	66251	1.17502	1.31743	1
NC_001133.9	66501	1.29307	1.31743	1
NC_001133.9	66751	1.32314	1.31743	1
NC_001133.9	67001	1.3519	1.31743	1
NC_001133.9	67251	1.56085	1.31743	1
NC_001133.9	67501	1.53366	1.31743	1
NC_001133.9	67751	1.4223	1.31743	1
NC_001133.9	68001	1.12808	1.31743	1
NC_001133.9	68251	1.30881	1.31743	1
NC_001133.9	68501	1.08321	1.31743	1
NC_001133.9	68751	1.20202	1.31743	1
NC_001133.9	69001	1.40975	1.31743	1
NC_001133.9	69251	1.16021	1.31743	1
NC_001133.9	69501	1.24521	1.31743	1
NC_001133.9	69751	1.25177	1.31743	1
NC_001133.9	70001	1.36918	1.31743	1
NC_001133.9	70251	1.2873	1.31743	1
NC_001133.9	70501	1.20681	1.31743	1
NC_001133.9	70751	1.2197	1.31743	1
NC_001133.9	71001	1.22919	1.31743	1
NC_001133.9	71251	1.39586	1.31743	1
NC_001133.9	71501	1.14884	1.31743	1
NC_001133.9	71751	1.33651	1.31743	1
NC_001133.9	72001	1.53302	1.31743	1
NC_001133.9	72251	1.27609	1.31743	1
NC_001133.9	72501	1.20524	1.31743	1
NC_001133.9	72751	1.08713	1.31743	1
NC_001133.9	73001	1.1796	1.31743	1
NC_001133.9	73251	1.38434	1.31743	1
NC_001133.9	73501	1.40893	1.31743	1
NC_001133.9	73751	1.38197	1.31743	1
NC_001133.9	74001	1.3796	1.31743	1
NC_001133.9	74251	1.42253	1.31743	1
NC_001133.9	74501	1.49366	1.31743	1
NC_001133.9	74751	1.34556	1.31743	1
NC_001133.9	75001	1.31529	1.31743	1
NC_001133.9	75251	1.43282	1.31743	1
NC_001133.9	75501	1.24468	1.31743	1
NC_001133.9	75751	1.28291	1.31743	1
NC_001133.9	76001	1.30428	1.31743	1
NC_001133.9	76251	1.48797	1.31743	1
NC_001133.9	76501	1.74399	1.31743	1
NC_001133.9	76751	1.44756	1.31743	1
NC_001133.9	77001	1.23258	1.31743	1
NC_001133.9	77251	1.1483	1.31743	1
NC_001133.9	77501	1.4594	1.31743	1
NC_001133.9	77751	1.46995	1.31743	1
NC_001133.9	78001	1.38113	1.31743	1
NC_001133.9	78251	1.42505	1.31743	1
NC_001133.9	78501	1.29786	1.31743	1
NC_001133.9	78751	1.33569	1.31743	1
NC_001133.9	79001	1.55697	1.31743	1
NC_001133.9	79251	1.26373	1.31743	1
NC_001133.9	79501	1.25586	1.31743	1
NC_001133.9	79751	1.33132	1.31743	1
NC_001133.9	80001	1.30289	1.31743	1
NC_001133.9	80251	1.30442	1.31743	1
NC_001133.9	80501	1.44157	1.31743	1
NC_001133.9	80751	1.47242	1.31743	1
NC_001133.9	81001	1.09413	1.31743	1
NC_001133.9	81251	1.26952	1.31743	1
NC_001133.9	81501	1.4004	1.31743	1
NC_001133.9	81751	1.23385	1.31743	1
NC_001133.9	82001	1.40261	1.31743	1
NC_001133.9	82251	1.41795	1.31743	1
NC_001133.9	82501	1.56534	1.31743	1
NC_001133.9	82751	1.50494	1.31743	1
NC_001133.9	83001	1.36069	1.31743	1
NC_001133.9	83251	1.2313	1.31743	1
NC_001133.9	83501	1.25895	1.31743	1
NC_001133.9	83751	1.31371	1.31743	1
NC_001133.9	84001	1.66251	1.31743	1
NC_001133.9	84251	1.32264	1.31743	1
NC_001133.9	84501	1.35304	1.31743	1
NC_001133.9	84751	1.41366	1.31743	1
NC_001133.9	85001	1.33391	1.31743	1
NC_001133.9	85251	1.59301	1.31743	1
NC_001133.9	85501	1.32385	1.31743	1
NC_001133.9	85751	1.45657	1.31743	1
NC_001133.9	86001	1.34907	1.31743	1
NC_001133.9	86251	1.35004	1.31743	1
NC_001133.9	86501	1.34498	1.31743	1
NC_001133.9	86751	1.25588	1.31743	1
NC_001133.9	87001	1.26753	1.31743	1
NC_001133.9	87251	1.50255	1.31743	1
NC_001133.9	87501	1.40366	1.31743	1
NC_001133.9	87751	1.108	1.31743	1
NC_001133.9	88001	1.17187	1.31743	1
NC_001133.9	88251	1.17502	1.31743	1
NC_001133.9	88501	1.36434	1.31743	1
NC_001133.9	88751	1.70893	1.31743	1
NC_001133.9	89001	1.58605	1.31743	1
NC_001133.9	89251	1.385	1.31743	1
NC_001133.9	89501	1.48415	1.31743	1
NC_001133.9	89751	1.42374	1.31743	1
NC_001133.9	90001	1.58578	1.31743	1
NC_001133.9	90251	1.43713	1.31743	1
NC_001133.9	90501	1.53536	1.31743	1
NC_001133.9	90751	1.48472	1.31743	1
NC_001133.9	91001	1.56969	1.31743	1
NC_001133.9	91251	1.23043	1.31743	1
NC_001133.9	91501	1.12718	1.31743	1
NC_001133.9	91751	1.28286	1.31743	1
NC_001133.9	92001	1.22445	1.31743	1
NC_001133.9	92251	1.36545	1.31743	1
NC_001133.9	92501	1.36198	1.31743	1
NC_001133.9	92751	1.20865	1.31743	1
NC_001133.9	93001	1.22445	1.31743	1
NC_001133.9	93251	1.40798	1.31743	1
NC_001133.9	93501	1.62316	1.31743	1
NC_001133.9	93751	1.51332	1.31743	1
NC_001133.9	94001	1.45081	1.31743	1
NC_001133.9	94251	1.26819	1.31743	1
NC_001133.9	94501	1.30324	1.31743	1
NC_001133.9	94751	1.29621	1.31743	1
NC_001133.9	95001	1.37099	1.31743	1
NC_001133.9	95251	1.37126	1.31743	1
NC_001133.9	95501	1.53138	1.31743	1
NC_001133.9	95751	1.14537	1.31743	1
NC_001133.9	96001	1.24842	1.31743	1
NC_001133.9	96251	1.39445	1.31743	1
NC_001133.9	96501	1.53377	1.31743	1
NC_001133.9	96751	1.43756	1.31743	1
NC_001133.9	97001	1.42444	1.31743	1
NC_001133.9	97251	1.37985	1.31743	1
NC_001133.9	97501	1.48362	1.31743	1
NC_001133.9	97751	1.42951	1.31743	1
NC_001133.9	98001	1.44458	1.31743	1
NC_001133.9	98251	1.20877	1.31743	1
NC_001133.9	98501	1.10494	1.31743	1
NC_001133.9	98751	1.2817	1.31743	1
NC_001133.9	99001	1.37403	1.31743	1
NC_001133.9	99251	1.41618	1.31743	1
NC_001133.9	99501	1.25328	1.31743	1
NC_001133.9	99751	1.31848	1.31743	1
NC_001133.9	100001	1.37519	1.31743	1
NC_001133.9	100251	1.27701	1.31743	1
NC_001133.9	100501	1.53713	1.31743	1
NC_001133.9	100751	1.43897	1.31743	1
NC_001133.9	101001	1.00731	1.31743	1
NC_001133.9	101251	1.31193	1.31743	1
NC_001133.9	101501	1.36008	1.31743	1
NC_001133.9	101751	1.48352	1.31743	1
NC_001133.9	102001	1.33139	1.31743	1
NC_001133.9	102251	1.35924	1.31743	1
NC_001133.9	102501	1.44415	1.31743	1
NC_001133.9	102751	1.37543	1.31743	1
NC_001133.9	103001	1.36267	1.31743	1
NC_001133.9	103251	1.50439	1.31743	1
NC_001133.9	103501	1.2395	1.31743	1
NC_001133.9	103751	1.27724	1.31743	1
NC_001133.9	104001	1.22925	1.31743	1
NC_001133.9	104251	1.19413	1.31743	1
NC_001133.9	104501	1.22494	1.31743	1
NC_001133.9	104751	1.39445	1.31743	1
NC_001133.9	105001	1.26641	1.31743	1
NC_001133.9	105251	1.28284	1.31743	1
NC_001133.9	105501	1.44642	1.31743	1
NC_001133.9	105751	1.22656	1.31743	1
NC_001133.9	106001	1.26176	1.31743	1
NC_001133.9	106251	1.26701	1.31743	1
NC_001133.9	106501	1.30361	1.31743	1
NC_001133.9	106751	1.33841	1.31743	1
NC_001133.9	107001	1.39046	1.31743	1
NC_001133.9	107251	1.16176	1.31743	1
NC_001133.9	107501	1.21093	1.31743	1
NC_001133.9	107751	1.37215	1.31743	1
NC_001133.9	108001	1.29519	1.31743	1
NC_001133.9	108251	1.30384	1.31743	1
NC_001133.9	108501	1.08468	1.31743	1
NC_001133.9	108751	1.04912	1.31743	1
NC_001133.9	109001	1.23572	1.31743	1
NC_001133.9	109251	1.36339	1.31743	1
NC_001133.9	109501	1.38156	1.31743	1
NC_001133.9	109751	1.34934	1.31743	1
NC_001133.9	110001	1.349	1.31743	1
NC_001133.9	110251	1.327	1.31743	1
NC_001133.9	110501	1.25132	1.31743	1
NC_001133.9	110751	1.15993	1.31743	1
NC_001133.9	111001	1.13635	1.31743	1
NC_001133.9	111251	1.16625	1.31743	1
NC_001133.9	111501	1.15993	1.31743	1
NC_001133.9	111751	1.31443	1.31743	1
NC_001133.9	112001	1.14391	1.31743	1
NC_001133.9	112251	1.11601	1.31743	1
NC_001133.9	112501	1.43186	1.31743	1
NC_001133.9	112751	1.3605	1.31743	1
NC_001133.9	113001	1.1647	1.31743	1
NC_001133.9	113251	1.24008	1.31743	1
NC_001133.9	113501	1.21164	1.31743	1
NC_001133.9	113751	1.4081	1.31743	1
NC_001133.9	114001	1.18667	1.31743	1
NC_001133.9	114251	1.16536	1.31743	1
NC_001133.9	114501	1.05299	1.31743	1
NC_001133.9	114751	1.21089	1.31743	1
NC_001133.9	115001	1.28724	1.31743	1
NC_001133.9	115251	1.29471	1.31743	1
NC_001133.9	115501	1.26397	1.31743	1
NC_001133.9	115751	1.15546	1.31743	1
NC_001133.9	116001	1.3294	1.31743	1
NC_001133.9	116251	1.14312	1.31743	1
NC_001133.9	116501	1.26968	1.31743	1
NC_001133.9	116751	1.27414	1.31743	1
NC_001133.9	117001	1.31848	1.31743	1
NC_001133.9	117251	1.2791	1.31743	1
NC_001133.9	117501	1.40001	1.31743	1
NC_001133.9	117751	1.47738	1.31743	1
NC_001133.9	118001	1.44309	1.31743	1
NC_001133.9	118251	1.38468	1.31743	1
NC_001133.9	118501	1.3456	1.31743	1
NC_001133.9	118751	1.24968	1.31743	1
NC_001133.9	119001	1.32957	1.31743	1
NC_001133.9	119251	1.27929	1.31743	1
NC_001133.9	119501	1.40138	1.31743	1
NC_001133.9	119751	1.47438	1.31743	1
NC_001133.9	120001	1.2229	1.31743	1
NC_001133.9	120251	1.28817	1.31743	1
NC_001133.9	120501	1.50847	1.31743	1
NC_001133.9	120751	1.35621	1.31743	1
NC_001133.9	121001	1.24148	1.31743	1
NC_001133.9	121251	1.45052	1.31743	1
NC_001133.9	121501	1.3294	1.31743	1
NC_001133.9	121751	1.17134	1.31743	1
NC_001133.9	122001	1.21266	1.31743	1
NC_001133.9	122251	1.29138	1.31743	1
NC_001133.9	122501	1.40138	1.31743	1
NC_001133.9	122751	1.31332	1.31743	1
NC_001133.9	123001	1.22154	1.31743	1
NC_001133.9	123251	1.17777	1.31743	1
NC_001133.9	123501	1.23629	1.31743	1
NC_001133.9	123751	1.4941	1.31743	1
NC_001133.9	124001	1.42424	1.31743	1
NC_001133.9	124251	1.37362	1.31743	1
NC_001133.9	124501	1.4834	1.31743	1
NC_001133.9	124751	1.32169	1.31743	1
NC_001133.9	125001	1.31606	1.31743	1
NC_001133.9	125251	1.32175	1.31743	1
NC_001133.9	125501	1.32739	1.31743	1
NC_001133.9	125751	1.32314	1.31743	1
NC_001133.9	126001	1.29844	1.31743	1
NC_001133.9	126251	1.29877	1.31743	1
NC_001133.9	126501	1.1314	1.31743	1
NC_001133.9	126751	1.15436	1.31743	1
NC_001133.9	127001	1.32314	1.31743	1
NC_001133.9	127251	1.34031	1.31743	1
NC_001133.9	127501	1.28475	1.31743	1
NC_001133.9	127751	1.24868	1.31743	1
NC_001133.9	128001	1.14622	1.31743	1
NC_001133.9	128251	1.23352	1.31743	1
NC_001133.9	128501	1.147	1.31743	1
NC_001133.9	128751	1.24414	1.31743	1
NC_001133.9	129001	1.22475	1.31743	1
NC_001133.9	129251	1.11822	1.31743	1
NC_001133.9	129501	1.24049	1.31743	1
NC_001133.9	129751	1.08678	1.31743	1
NC_001133.9	130001	1.22026	1.31743	1
NC_001133.9	130251	1.00991	1.31743	1
NC_001133.9	130501	1.18931	1.31743	1
NC_001133.9	130751	1.43006	1.31743	1
NC_001133.9	131001	1.37926	1.31743	1
NC_001133.9	131251	1.31174	1.31743	1
NC_001133.9	131501	1.21663	1.31743	1
NC_001133.9	131751	1.34574	1.31743	1
NC_001133.9	132001	1.26641	1.31743	1
NC_001133.9	132251	1.33439	1.31743	1
NC_001133.9	132501	1.08102	1.31743	1
NC_001133.9	132751	1.136	1.31743	1
NC_001133.9	133001	1.11977	1.31743	1
NC_001133.9	133251	1.36162	1.31743	1
NC_001133.9	133501	1.3529	1.31743	1
NC_001133.9	133751	1.33937	1.31743	1
NC_001133.9	134001	1.38405	1.31743	1
NC_001133.9	134251	1.24011	1.31743	1
NC_001133.9	134501	1.02418	1.31743	1
NC_001133.9	134751	1.15801	1.31743	1
NC_001133.9	135001	1.34075	1.31743	1
NC_001133.9	135251	1.12748	1.31743	1
NC_001133.9	135501	1.18907	1.31743	1
NC_001133.9	135751	1.4015	1.31743	1
NC_001133.9	136001	1.44662	1.31743	1
NC_001133.9	136251	1.3363	1.31743	1
NC_001133.9	136501	1.41564	1.31743	1
NC_001133.9	136751	1.35973	1.31743	1
NC_001133.9	137001	1.39554	1.31743	1
NC_001133.9	137251	1.23343	1.31743	1
NC_001133.9	137501	1.21439	1.31743	1
NC_001133.9	137751	1.23531	1.31743	1
NC_001133.9	138001	1.34012	1.31743	1
NC_001133.9	138251	1.21144	1.31743	1
NC_001133.9	138501	1.23058	1.31743	1
NC_001133.9	138751	1.16706	1.31743	1
NC_001133.9	139001	1.02959	1.31743	1
NC_001133.9	139251	1.39812	1.31743	1
NC_001133.9	139501	1.27643	1.31743	1
NC_001133.9	139751	1.19489	1.31743	1
NC_001133.9	140001	1.4264	1.31743	1
NC_001133.9	140251	1.51949	1.31743	1
NC_001133.9	140501	0.54287	1.31743	1
NC_001133.9	140751	0.45773	1.31743	1
NC_001133.9	141001	0.946823	1.31743	1
NC_001133.9	141251	1.13928	1.31743	1
NC_001133.9	141501	1.19087	1.31743	1
NC_001133.9	141751	1.33106	1.31743	1
NC_001133.9	142001	1.34479	1.31743	1
NC_001133.9	142251	1.29174	1.31743	1
NC_001133.9	142501	1.22031	1.31743	1
NC_001133.9	142751	1.29527	1.31743	1
NC_001133.9	143001	1.39344	1.31743	1
NC_001133.9	143251	1.15436	1.31743	1
NC_001133.9	143501	1.23531	1.31743	1
NC_001133.9	143751	1.36835	1.31743	1
NC_001133.9	144001	1.19395	1.31743	1
NC_001133.9	144251	1.13205	1.31743	1
NC_001133.9	144501	1.09033	1.31743	1
NC_001133.9	144751	1.26931	1.31743	1
NC_001133.9	145001	1.21144	1.31743	1
NC_001133.9	145251	1.17187	1.31743	1
NC_001133.9	145501	1.34308	1.31743	1
NC_001133.9	145751	1.40669	1.31743	1
NC_001133.9	146001	1.23757	1.31743	1
NC_001133.9	146251	1.08679	1.31743	1
NC_001133.9	146501	1.50854	1.31743	1
NC_001133.9	146751	1.41181	1.31743	1
NC_001133.9	147001	1.29565	1.31743	1
NC_001133.9	147251	0.966922	1.31743	1
NC_001133.9	147501	1.10397	1.31743	1
NC_001133.9	147751	1.19352	1.31743	1
NC_001133.9	148001	1.39394	1.31743	1
NC_001133.9	148251	1.43309	1.31743	1
NC_001133.9	148501	1.14644	1.31743	1
NC_001133.9	148751	1.12695	1.31743	1
NC_001133.9	149001	1.19714	1.31743	1
NC_001133.9	149251	1.19581	1.31743	1
NC_001133.9	149501	1.10485	1.31743	1
NC_001133.9	149751	1.31391	1.31743	1
NC_001133.9	150001	1.38084	1.31743	1
NC_001133.9	150251	1.33448	1.31743	1
NC_001133.9	150501	1.3	1.31743	1
NC_001133.9	150751	1.33184	1.31743	1
NC_001133.9	151001	1.36514	1.31743	1
NC_001133.9	151251	1.46888	1.31743	1
NC_001133.9	151501	1.14014	1.31743	1
NC_001133.9	151751	1.09076	1.31743	1
NC_001133.9	152001	1.31707	1.31743	1
NC_001133.9	152251	1.27929	1.31743	1
NC_001133.9	152501	1.38113	1.31743	1
NC_001133.9	152751	1.2171	1.31743	1
NC_001133.9	153001	1.39337	1.31743	1
NC_001133.9	153251	1.34827	1.31743	1
NC_001133.9	153501	1.55296	1.31743	1
NC_001133.9	153751	1.30638	1.31743	1
NC_001133.9	154001	1.0824	1.31743	1
